transaction_id,customer_id,merchant_id,merchant_name,merchant_category,amount,currency,timestamp,payment_method,device_id,country,account_age_days,transaction_velocity,amount_vs_customer_baseline,amount_vs_merchant_baseline,transactions_last_5m,transactions_last_1h,transactions_last_24h,failed_attempts,new_device,new_location,distance_from_previous,historical_transaction_count,historical_avg_amount,historical_std_amount,fraud_label
TXN_000000,CUST_0167,MER_0033,CrystalClear,Travel,77.84,INR,2024-01-01 00:54:17,wallet,DEV_218ce8d1,MY,398,0.8787878787878788,0.0,-0.4763117937189827,1,1,1,0,False,1,0.0,0,77.84,0.0,0
TXN_000001,CUST_0146,MER_0039,CoreMart,Online Services,927.36,INR,2024-01-01 04:24:32,net_banking,DEV_0bc0612b,IN,930,0.9230769230769232,0.0,-0.2465545939728689,1,1,1,0,False,0,0.0,0,927.36,0.0,0
TXN_000002,CUST_0075,MER_0023,GoldLine,Travel,102.27,INR,2024-01-01 04:33:09,debit_card,DEV_c9013581,IN,1164,0.92,0.0,-0.4094125000945329,1,1,1,0,False,0,0.0,0,102.27,0.0,0
TXN_000003,CUST_0054,MER_0038,PeakShop,Fashion,1831.35,INR,2024-01-01 04:52:04,wallet,DEV_86da072f,IN,1411,0.7948717948717948,0.0,-0.1310796584651856,1,1,1,0,True,0,0.0,0,1831.35,0.0,1
TXN_000004,CUST_0122,MER_0029,DeepDiscount,Online Services,2947.1,USD,2024-01-01 06:00:32,wallet,DEV_72674035,SG,215,0.8727272727272728,0.0,0.0215606950067486,1,1,1,0,False,0,0.0,0,2947.1,0.0,0
TXN_000005,CUST_0123,MER_0003,SwiftPay,Travel,5772.46,INR,2024-01-01 06:21:40,upi,DEV_f34a1b44,IN,70,0.835820895522388,0.0,0.7255375877623823,1,1,1,0,False,0,0.0,0,5772.46,0.0,0
TXN_000006,CUST_0064,MER_0013,FuelStop,Travel,147.18,USD,2024-01-01 06:45:07,debit_card,DEV_b09c052d,AE,192,0.8474576271186441,0.0,-0.5291719799651792,1,1,1,0,False,0,0.0,0,147.18,0.0,0
TXN_000007,CUST_0064,MER_0004,MegaStore,Fuel,121.16,USD,2024-01-01 08:45:36,upi,DEV_b09c052d,AE,192,1.6949152542372885,-10.0,-0.6392754237690518,1,1,2,0,False,0,0.0,1,147.18,0.0,0
TXN_000008,CUST_0004,MER_0006,CityMall,Utilities,1499.38,USD,2024-01-01 11:17:23,debit_card,DEV_031278e7,IN,1348,0.8771929824561404,0.0,-0.2245092337514306,1,1,1,0,False,0,0.0,0,1499.38,0.0,0
TXN_000009,CUST_0074,MER_0033,CrystalClear,Travel,374.16,INR,2024-01-01 11:52:29,debit_card,DEV_beef0afe,JP,1726,0.8448275862068966,0.0,-0.4069501005459646,1,1,1,0,False,1,0.0,0,374.16,0.0,0
